epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
37,0.9367219805717468,0.0005000000237487257,0.28778472542762756,0.864935040473938,0.4260232448577881
38,0.942427396774292,0.0005000000237487257,0.2616322338581085,0.8597402572631836,0.42974260449409485
39,0.9372406601905823,0.0005000000237487257,0.26600655913352966,0.8610389828681946,0.4250127077102661
40,0.9362033009529114,0.0005000000237487257,0.26770180463790894,0.8597402572631836,0.42560094594955444
41,0.9367219805717468,0.0005000000237487257,0.25896188616752625,0.8584415316581726,0.42447447776794434
42,0.9408713579177856,0.0005000000237487257,0.2551979422569275,0.8584415316581726,0.4224860370159149
43,0.9377593398094177,0.0005000000237487257,0.25500741600990295,0.8597402572631836,0.41939595341682434
44,0.9507261514663696,0.0005000000237487257,0.24061958491802216,0.8623376488685608,0.41242364048957825
45,0.9470954537391663,0.0005000000237487257,0.23955152928829193,0.8610389828681946,0.4134292006492615
46,0.9393153786659241,0.0005000000237487257,0.24357153475284576,0.8584415316581726,0.4127696752548218
47,0.9387966990470886,0.0005000000237487257,0.25256726145744324,0.8597402572631836,0.4156840145587921
48,0.9470954537391663,0.0005000000237487257,0.23130349814891815,0.866233766078949,0.4158467948436737
49,0.9502074718475342,0.0002500000118743628,0.23669596016407013,0.864935040473938,0.4152505099773407
50,0.9413900375366211,0.0002500000118743628,0.23818659782409668,0.8701298832893372,0.4112057387828827
51,0.942427396774292,0.0002500000118743628,0.22820545732975006,0.8701298832893372,0.41253113746643066
52,0.9408713579177856,0.0002500000118743628,0.23007795214653015,0.864935040473938,0.41262710094451904
53,0.9382780194282532,0.0002500000118743628,0.24317365884780884,0.8623376488685608,0.4147408604621887
54,0.9356846213340759,0.0002500000118743628,0.23433949053287506,0.8623376488685608,0.41203832626342773
55,0.9429460763931274,0.0001250000059371814,0.22460465133190155,0.864935040473938,0.4112333655357361
56,0.942427396774292,0.0001250000059371814,0.22978894412517548,0.864935040473938,0.41153016686439514
57,0.9439833760261536,0.0001250000059371814,0.21800220012664795,0.8610389828681946,0.41347643733024597
58,0.9419087171554565,0.0001250000059371814,0.2208411991596222,0.8610389828681946,0.4146994948387146
59,0.9476141333580017,6.25000029685907e-05,0.22194676101207733,0.8623376488685608,0.4145268499851227
60,0.942427396774292,6.25000029685907e-05,0.22697991132736206,0.8636363744735718,0.41439053416252136
61,0.944502055644989,6.25000029685907e-05,0.22072207927703857,0.8636363744735718,0.41438716650009155
62,0.9387966990470886,6.25000029685907e-05,0.23817987740039825,0.8636363744735718,0.41398921608924866
63,0.9341286420822144,3.125000148429535e-05,0.2410234808921814,0.8636363744735718,0.414016991853714
64,0.9476141333580017,3.125000148429535e-05,0.222666397690773,0.8636363744735718,0.41376665234565735
65,0.9377593398094177,3.125000148429535e-05,0.22506095468997955,0.864935040473938,0.41344690322875977
66,0.9398339986801147,3.125000148429535e-05,0.23001998662948608,0.8636363744735718,0.4135114252567291
