subset,true_class,output_class,prefix_length,n_sequences,mean_probability
all,Fear,Disgust,23,108,0.17890606534111111
all,Fear,Fear,23,108,0.4970091867499999
all,Fear,Happiness,23,108,0.1080603914462963
all,Fear,Neutral,23,108,0.06278737257287038
all,Fear,Sadness,23,108,0.036909021790092596
all,Fear,Surprise,23,108,0.09595733186935185
all,Fear,Anger,24,108,0.01736926499083333
all,Fear,Disgust,24,108,0.18981444071379627
all,Fear,Fear,24,108,0.512387495676852
all,Fear,Happiness,24,108,0.10269460698712964
all,Fear,Neutral,24,108,0.05535904531518518
all,Fear,Sadness,24,108,0.020584797200740742
all,Fear,Surprise,24,108,0.10179035175185186
all,Fear,Anger,25,108,0.014746192747685183
all,Fear,Disgust,25,108,0.19232644362583337
all,Fear,Fear,25,108,0.5303240978666667
all,Fear,Happiness,25,108,0.10406039223712961
all,Fear,Neutral,25,108,0.044840606810462966
all,Fear,Sadness,25,108,0.011647834789074074
all,Fear,Surprise,25,108,0.10205442654287038
all,Fear,Anger,26,108,0.012708066020555554
all,Fear,Disgust,26,108,0.19099226362240743
all,Fear,Fear,26,108,0.5365003004750002
all,Fear,Happiness,26,108,0.10807160960731484
all,Fear,Neutral,26,108,0.04217636674962964
all,Fear,Sadness,26,108,0.008291232033703707
all,Fear,Surprise,26,108,0.10126015975931478
all,Fear,Anger,27,108,0.012134028445370374
all,Fear,Disgust,27,108,0.1871978298198149
all,Fear,Fear,27,108,0.5524342681805555
all,Fear,Happiness,27,108,0.10835616961555558
all,Fear,Neutral,27,108,0.03651900824203703
all,Fear,Sadness,27,108,0.0067092799066666665
all,Fear,Surprise,27,108,0.09664941230407409
all,Fear,Anger,28,108,0.012506184182962964
all,Fear,Disgust,28,108,0.17560378800509258
all,Fear,Fear,28,108,0.5781208394694446
all,Fear,Happiness,28,108,0.10171042069309258
all,Fear,Neutral,28,108,0.03320547253574075
all,Fear,Sadness,28,108,0.006199148975925926
all,Fear,Surprise,28,108,0.09265414469509257
all,Fear,Anger,29,108,0.01189186670722222
all,Fear,Disgust,29,108,0.17299098097398155
all,Fear,Fear,29,108,0.5959477853046299
all,Fear,Happiness,29,108,0.09217570095527779
all,Fear,Neutral,29,108,0.030357420170555555
all,Fear,Sadness,29,108,0.006065878291759257
all,Fear,Surprise,29,108,0.09057035719379629
all,Fear,Anger,30,108,0.009246716112962962
all,Fear,Disgust,30,108,0.16845739331999998
all,Fear,Fear,30,108,0.6215849364907409
all,Fear,Happiness,30,108,0.07729655238277777
all,Fear,Neutral,30,108,0.03606838109527776
all,Fear,Sadness,30,108,0.005202171034259258
all,Fear,Surprise,30,108,0.0821438505825
all,Happiness,Anger,1,108,0.13429249209259259
all,Happiness,Disgust,1,108,0.11427779670833339
all,Happiness,Fear,1,108,0.11588445932222226
all,Happiness,Happiness,1,108,0.35431795862222226
all,Happiness,Neutral,1,108,0.1518780055740741
all,Happiness,Sadness,1,108,0.08773614945740744
all,Happiness,Surprise,1,108,0.04161313319351853
all,Happiness,Anger,2,108,0.13047717244444443
all,Happiness,Disgust,2,108,0.09017511735555551
all,Happiness,Fear,2,108,0.09783488737499997
all,Happiness,Happiness,2,108,0.4041283154333333
all,Happiness,Neutral,2,108,0.19180887697592586
all,Happiness,Sadness,2,108,0.06830274359814816
all,Happiness,Surprise,2,108,0.017272880235185188
all,Happiness,Anger,3,108,0.13096595582314818
all,Happiness,Disgust,3,108,0.09360856254629628
all,Happiness,Fear,3,108,0.08763332740166668
all,Happiness,Happiness,3,108,0.4154132453675925
all,Happiness,Neutral,3,108,0.20004378269444453
all,Happiness,Sadness,3,108,0.06200179812879633
all,Happiness,Surprise,3,108,0.010333333491759258
all,Happiness,Anger,4,108,0.12502453475462952
all,Happiness,Disgust,4,108,0.08734321149601854
all,Happiness,Fear,4,108,0.08111951586407408
all,Happiness,Happiness,4,108,0.432439936025926
all,Happiness,Neutral,4,108,0.2026723916351852
all,Happiness,Sadness,4,108,0.06347539740981485
all,Happiness,Surprise,4,108,0.007925016424259253
all,Happiness,Anger,5,108,0.11430934182037034
all,Happiness,Disgust,5,108,0.08068904954824072
all,Happiness,Fear,5,108,0.0746605458765741
all,Happiness,Happiness,5,108,0.4611450254199074
all,Happiness,Neutral,5,108,0.20322395930185178
all,Happiness,Sadness,5,108,0.05940803808027777
all,Happiness,Surprise,5,108,0.0065640349234259284
all,Happiness,Anger,6,108,0.11217457413277773
all,Happiness,Disgust,6,108,0.07615430310333336
all,Happiness,Fear,6,108,0.07289291859037038
all,Happiness,Happiness,6,108,0.47478626231481486
all,Happiness,Neutral,6,108,0.2032466563740741
all,Happiness,Sadness,6,108,0.05533165648361109
all,Happiness,Surprise,6,108,0.005413633683750001
all,Happiness,Anger,7,108,0.10667014788888894
all,Happiness,Disgust,7,108,0.0715508438274074
all,Happiness,Fear,7,108,0.07108198616240739
all,Happiness,Happiness,7,108,0.493214386425
all,Happiness,Neutral,7,108,0.1998092166990741
all,Happiness,Sadness,7,108,0.05305943651824073
all,Happiness,Surprise,7,108,0.004614005646851852
all,Happiness,Anger,8,108,0.10652364709250005
all,Happiness,Disgust,8,108,0.07119910475425924
all,Happiness,Fear,8,108,0.07068631785898144
all,Happiness,Happiness,8,108,0.5131486698814813
all,Happiness,Neutral,8,108,0.18240842371981486
all,Happiness,Sadness,8,108,0.05214821896990741
all,Happiness,Surprise,8,108,0.0038856169264907393
all,Happiness,Anger,9,108,0.10948072647749997
all,Happiness,Disgust,9,108,0.0695102686216667
all,Happiness,Fear,9,108,0.06873241184370367
all,Happiness,Happiness,9,108,0.5334138763166664
all,Happiness,Neutral,9,108,0.16516096080740736
all,Happiness,Sadness,9,108,0.049506533617037024
all,Happiness,Surprise,9,108,0.0041952237730370386
all,Happiness,Anger,10,108,0.1151927583385186
all,Happiness,Disgust,10,108,0.06581253203351853
all,Happiness,Fear,10,108,0.07016305315212966
all,Happiness,Happiness,10,108,0.5529355326712964
all,Happiness,Neutral,10,108,0.151571501762037
all,Happiness,Sadness,10,108,0.04012576592268516
all,Happiness,Surprise,10,108,0.0041988537921296264
all,Happiness,Anger,11,108,0.11462354225027777
all,Happiness,Disgust,11,108,0.06097088327046296
all,Happiness,Fear,11,108,0.07306587367379626
all,Happiness,Happiness,11,108,0.5822034689657406
all,Happiness,Neutral,11,108,0.13256229249138893
all,Happiness,Sadness,11,108,0.0323746024213889
all,Happiness,Surprise,11,108,0.004199330268805556
all,Happiness,Anger,12,108,0.11171425762842589
all,Happiness,Disgust,12,108,0.061231376065925915
all,Happiness,Fear,12,108,0.06796686429805555
all,Happiness,Happiness,12,108,0.6075539497157406
all,Happiness,Neutral,12,108,0.11831625061574068
all,Happiness,Sadness,12,108,0.02968381853240742
all,Happiness,Surprise,12,108,0.0035334839481018514
all,Happiness,Anger,13,108,0.11822619863462967
all,Happiness,Disgust,13,108,0.059699144291203696
all,Happiness,Fear,13,108,0.06496735314944446
all,Happiness,Happiness,13,108,0.6302095798666664
all,Happiness,Neutral,13,108,0.09375905493925919
all,Happiness,Sadness,13,108,0.02997200921990739
all,Happiness,Surprise,13,108,0.0031666522745277766
all,Happiness,Anger,14,108,0.11611728129583337
all,Happiness,Disgust,14,108,0.05474139764435187
all,Happiness,Fear,14,108,0.05866200548879633
all,Happiness,Happiness,14,108,0.659949191651852
all,Happiness,Neutral,14,108,0.08075349331824076
all,Happiness,Sadness,14,108,0.026891712297870365
all,Happiness,Surprise,14,108,0.0028849228557314833
all,Happiness,Anger,15,108,0.12059543489240752
all,Happiness,Disgust,15,108,0.05054833763240739
all,Happiness,Fear,15,108,0.055578146514722204
all,Happiness,Happiness,15,108,0.6817368222518517
all,Happiness,Neutral,15,108,0.06508452379546294
all,Happiness,Sadness,15,108,0.02375605444916668
all,Happiness,Surprise,15,108,0.002700682280592593
all,Happiness,Anger,16,108,0.12542497999796295
all,Happiness,Disgust,16,108,0.05002340023675927
all,Happiness,Fear,16,108,0.054212629129722245
all,Happiness,Happiness,16,108,0.6974805653157404
all,Happiness,Neutral,16,108,0.04773354286620371
all,Happiness,Sadness,16,108,0.022581285921759273
all,Happiness,Surprise,16,108,0.0025435929307777777
all,Happiness,Anger,17,108,0.11611085420759257
all,Happiness,Disgust,17,108,0.05045530994175925
all,Happiness,Fear,17,108,0.04747736796500001
all,Happiness,Happiness,17,108,0.725297297575
all,Happiness,Neutral,17,108,0.03684876224231482
all,Happiness,Sadness,17,108,0.021612792228425923
all,Happiness,Surprise,17,108,0.0021976183932962967
all,Happiness,Anger,18,108,0.10789856553546297
all,Happiness,Disgust,18,108,0.041770484569999995
all,Happiness,Fear,18,108,0.03824383790388888
all,Happiness,Happiness,18,108,0.7636289866379632
all,Happiness,Neutral,18,108,0.026042886287037034
all,Happiness,Sadness,18,108,0.020609586112037063
all,Happiness,Surprise,18,108,0.001805656431546297
all,Happiness,Anger,19,108,0.10258324581620369
all,Happiness,Disgust,19,108,0.03379725428574075
all,Happiness,Fear,19,108,0.03462579881314816
all,Happiness,Happiness,19,108,0.7857069409712963
all,Happiness,Neutral,19,108,0.022306320271018518
all,Happiness,Sadness,19,108,0.01945035163055555
all,Happiness,Surprise,19,108,0.0015300860765925929
all,Happiness,Anger,20,108,0.0928382128149074
all,Happiness,Disgust,20,108,0.033233066025925934
all,Happiness,Fear,20,108,0.026937142186759258
all,Happiness,Happiness,20,108,0.8063784081712965
all,Happiness,Neutral,20,108,0.0209566932425
all,Happiness,Sadness,20,108,0.018298649715000004
all,Happiness,Surprise,20,108,0.0013578254169814815
all,Happiness,Anger,21,108,0.08467571141055565
all,Happiness,Disgust,21,108,0.03302799469731483
all,Happiness,Fear,21,108,0.022985108155185195
all,Happiness,Happiness,21,108,0.8250116722092593
all,Happiness,Neutral,21,108,0.017216437274074077
all,Happiness,Sadness,21,108,0.015651698872129634
all,Happiness,Surprise,21,108,0.0014313743704166672
all,Happiness,Anger,22,108,0.07947803258472225
all,Happiness,Disgust,22,108,0.03189764228574074
all,Happiness,Fear,22,108,0.023775003327222224
all,Happiness,Happiness,22,108,0.8339670081879627
all,Happiness,Neutral,22,108,0.016414699524999996
all,Happiness,Sadness,22,108,0.013262259333611111
all,Happiness,Surprise,22,108,0.0012053658871111108
all,Happiness,Anger,23,108,0.07527990519537041
all,Happiness,Disgust,23,108,0.026578790879351864
all,Happiness,Fear,23,108,0.020517933392222236
all,Happiness,Happiness,23,108,0.8541936871564813
all,Happiness,Neutral,23,108,0.014203234111296292
all,Happiness,Sadness,23,108,0.008276182736666663
all,Happiness,Surprise,23,108,0.0009502587484814812
all,Happiness,Anger,24,108,0.06850920867777775
all,Happiness,Disgust,24,108,0.023242269773333317
all,Happiness,Fear,24,108,0.0175101604225
all,Happiness,Happiness,24,108,0.8709527031296296
all,Happiness,Neutral,24,108,0.014153449751388894
all,Happiness,Sadness,24,108,0.004797366613611108
all,Happiness,Surprise,24,108,0.0008348424296111107
all,Happiness,Anger,25,108,0.06404513010796299
all,Happiness,Disgust,25,108,0.023318957737777785
all,Happiness,Fear,25,108,0.016409328588055553
all,Happiness,Happiness,25,108,0.876774827075926
all,Happiness,Neutral,25,108,0.014944716481759254
all,Happiness,Sadness,25,108,0.003751199564166666
all,Happiness,Surprise,25,108,0.0007558402559814816
all,Happiness,Anger,26,108,0.06042277370092591
all,Happiness,Disgust,26,108,0.025215877847407413
all,Happiness,Fear,26,108,0.016543866248240755
all,Happiness,Happiness,26,108,0.8837726179537034
all,Happiness,Neutral,26,108,0.010013610871388893
all,Happiness,Sadness,26,108,0.0032637132688888865
all,Happiness,Surprise,26,108,0.0007675483806388882
all,Happiness,Anger,27,108,0.05675261048555555
all,Happiness,Disgust,27,108,0.0228291746752778
all,Happiness,Fear,27,108,0.01550292085361111
all,Happiness,Happiness,27,108,0.8939973653388888
all,Happiness,Neutral,27,108,0.00747804425944445
all,Happiness,Sadness,27,108,0.0026913853308333353
all,Happiness,Surprise,27,108,0.0007484881986481486
all,Happiness,Anger,28,108,0.052290619890092614
all,Happiness,Disgust,28,108,0.02027604152379631
all,Happiness,Fear,28,108,0.016387302390740745
all,Happiness,Happiness,28,108,0.9013261070583332
all,Happiness,Neutral,28,108,0.006480799447037035
all,Happiness,Sadness,28,108,0.002470879803888889
all,Happiness,Surprise,28,108,0.0007682526647870368
all,Happiness,Anger,29,108,0.05147713472898146
all,Happiness,Disgust,29,108,0.019771886363703705
all,Happiness,Fear,29,108,0.014237788797777786
all,Happiness,Happiness,29,108,0.9067971169509261
all,Happiness,Neutral,29,108,0.0048429882832407385
all,Happiness,Sadness,29,108,0.002248733889907408
all,Happiness,Surprise,29,108,0.0006243477723055556
all,Happiness,Anger,30,108,0.05012097962101852
all,Happiness,Disgust,30,108,0.018163844192222226
all,Happiness,Fear,30,108,0.01457510720203703
all,Happiness,Happiness,30,108,0.9095219391240735
all,Happiness,Neutral,30,108,0.004607942278611112
all,Happiness,Sadness,30,108,0.0023464329474999998
all,Happiness,Surprise,30,108,0.0006637623417037033
all,Neutral,Anger,1,108,0.1375113438425926
all,Neutral,Disgust,1,108,0.12050714434259259
all,Neutral,Fear,1,108,0.12388761160277777
all,Neutral,Happiness,1,108,0.15418165298425923
all,Neutral,Neutral,1,108,0.2566115794999999
all,Neutral,Sadness,1,108,0.160486795
all,Neutral,Surprise,1,108,0.046813868477777784
all,Neutral,Anger,2,108,0.11991509314999999
all,Neutral,Disgust,2,108,0.08913877701481482
all,Neutral,Fear,2,108,0.11158804155037037
all,Neutral,Happiness,2,108,0.1400017132537036
all,Neutral,Neutral,2,108,0.3682043620324074
all,Neutral,Sadness,2,108,0.15212180418333332
all,Neutral,Surprise,2,108,0.01903020724916667
all,Neutral,Anger,3,108,0.10549251676574076
all,Neutral,Disgust,3,108,0.06622771648333334
all,Neutral,Fear,3,108,0.09315855260027774
all,Neutral,Happiness,3,108,0.13711829040416662
all,Neutral,Neutral,3,108,0.4303446092111111
all,Neutral,Sadness,3,108,0.15614455559166662
all,Neutral,Surprise,3,108,0.01151375635064815
all,Neutral,Anger,4,108,0.09302586682870369
all,Neutral,Disgust,4,108,0.054620958233333336
all,Neutral,Fear,4,108,0.07888011370185187
all,Neutral,Happiness,4,108,0.14115935524537038
all,Neutral,Neutral,4,108,0.4673624955583333
all,Neutral,Sadness,4,108,0.15610507863759263
all,Neutral,Surprise,4,108,0.008846137855
all,Neutral,Anger,5,108,0.08730864324814813
all,Neutral,Disgust,5,108,0.049939717031481444
all,Neutral,Fear,5,108,0.06979868914888894
all,Neutral,Happiness,5,108,0.1312515758125926
all,Neutral,Neutral,5,108,0.4998983328611112
all,Neutral,Sadness,5,108,0.15469784323490743
all,Neutral,Surprise,5,108,0.007105197057500001
all,Neutral,Anger,6,108,0.09037129210277778
all,Neutral,Disgust,6,108,0.044758565962962966
all,Neutral,Fear,6,108,0.06364964715685184
all,Neutral,Happiness,6,108,0.12383863330648151
all,Neutral,Neutral,6,108,0.5203603051925924
all,Neutral,Sadness,6,108,0.15093633660212968
all,Neutral,Surprise,6,108,0.006085233601666668
all,Neutral,Anger,7,108,0.08684490540685183
all,Neutral,Disgust,7,108,0.03939464622314814
all,Neutral,Fear,7,108,0.06006052629333333
all,Neutral,Happiness,7,108,0.1224371357506482
all,Neutral,Neutral,7,108,0.5311076077064816
all,Neutral,Sadness,7,108,0.15511004741675927
all,Neutral,Surprise,7,108,0.00504513950175926
all,Neutral,Anger,8,108,0.09303690550805553
all,Neutral,Disgust,8,108,0.0393434426574074
all,Neutral,Fear,8,108,0.059681066437777736
all,Neutral,Happiness,8,108,0.1149479471953704
all,Neutral,Neutral,8,108,0.535415425487963
all,Neutral,Sadness,8,108,0.15308964985962967
all,Neutral,Surprise,8,108,0.004485558594722223
all,Neutral,Anger,9,108,0.0958721172148148
all,Neutral,Disgust,9,108,0.03371797848796298
all,Neutral,Fear,9,108,0.054527728918240724
all,Neutral,Happiness,9,108,0.10802238890768517
all,Neutral,Neutral,9,108,0.5482756775935186
all,Neutral,Sadness,9,108,0.15569428925740728
all,Neutral,Surprise,9,108,0.0038898174974074076
all,Neutral,Anger,10,108,0.09781773719009258
all,Neutral,Disgust,10,108,0.031164760166666673
all,Neutral,Fear,10,108,0.04767420866388889
all,Neutral,Happiness,10,108,0.10421045976629627
all,Neutral,Neutral,10,108,0.5601377841185182
all,Neutral,Sadness,10,108,0.15553230867740733
all,Neutral,Surprise,10,108,0.003462742816018518
all,Neutral,Anger,11,108,0.09585933950999995
all,Neutral,Disgust,11,108,0.03091663776203704
all,Neutral,Fear,11,108,0.04418027526805558
all,Neutral,Happiness,11,108,0.09998055620620373
all,Neutral,Neutral,11,108,0.5747557846268521
all,Neutral,Sadness,11,108,0.15118700057842596
all,Neutral,Surprise,11,108,0.003120402533425926
all,Neutral,Anger,12,108,0.09757941102592595
all,Neutral,Disgust,12,108,0.031682155761759256
all,Neutral,Fear,12,108,0.03974762491953706
all,Neutral,Happiness,12,108,0.0979679979234259
all,Neutral,Neutral,12,108,0.5831566104601852
all,Neutral,Sadness,12,108,0.14697753064537028
all,Neutral,Surprise,12,108,0.00288867063801852
all,Neutral,Anger,13,108,0.10239849650287038
all,Neutral,Disgust,13,108,0.03189233872583334
all,Neutral,Fear,13,108,0.0367758327925
all,Neutral,Happiness,13,108,0.09223719578305557
all,Neutral,Neutral,13,108,0.5903020231777778
all,Neutral,Sadness,13,108,0.14382832759009265
all,Neutral,Surprise,13,108,0.0025657903090185175
all,Neutral,Anger,14,108,0.10485302148444442
all,Neutral,Disgust,14,108,0.030993165137129616
all,Neutral,Fear,14,108,0.03438049368064816
all,Neutral,Happiness,14,108,0.08489643434601851
all,Neutral,Neutral,14,108,0.6026674934120371
all,Neutral,Sadness,14,108,0.13988060078675923
all,Neutral,Surprise,14,108,0.0023287885490740736
all,Neutral,Anger,15,108,0.11373504578481482
all,Neutral,Disgust,15,108,0.030940227865740726
all,Neutral,Fear,15,108,0.033657764988703695
all,Neutral,Happiness,15,108,0.0765413757187037
all,Neutral,Neutral,15,108,0.6049011111814816
all,Neutral,Sadness,15,108,0.13773464619175926
all,Neutral,Surprise,15,108,0.0024898268234629633
all,Neutral,Anger,16,108,0.11392246397000004
all,Neutral,Disgust,16,108,0.029449907949166656
all,Neutral,Fear,16,108,0.03255927485166668
all,Neutral,Happiness,16,108,0.07880512823666672
all,Neutral,Neutral,16,108,0.6055247827398148
all,Neutral,Sadness,16,108,0.13682167530898146
all,Neutral,Surprise,16,108,0.002916778245925925
all,Neutral,Anger,17,108,0.1133888249712963
all,Neutral,Disgust,17,108,0.027675067113611118
all,Neutral,Fear,17,108,0.03078691503444443
all,Neutral,Happiness,17,108,0.07895479621361111
all,Neutral,Neutral,17,108,0.6100026633083336
all,Neutral,Sadness,17,108,0.13627771426787036
all,Neutral,Surprise,17,108,0.0029140185774074075
all,Neutral,Anger,18,108,0.11562816086944451
all,Neutral,Disgust,18,108,0.0274069866628704
all,Neutral,Fear,18,108,0.02364646611666667
all,Neutral,Happiness,18,108,0.0739347830803704
all,Neutral,Neutral,18,108,0.6225569264564812
all,Neutral,Sadness,18,108,0.1341380566445371
all,Neutral,Surprise,18,108,0.0026886180998148134
all,Neutral,Anger,19,108,0.11625957731203701
all,Neutral,Disgust,19,108,0.02672530432722222
all,Neutral,Fear,19,108,0.016865471961388892
all,Neutral,Happiness,19,108,0.07035028692546297
all,Neutral,Neutral,19,108,0.6320613702370371
all,Neutral,Sadness,19,108,0.1352494904093518
all,Neutral,Surprise,19,108,0.00248848914212963
all,Neutral,Anger,20,108,0.11354264945370372
all,Neutral,Disgust,20,108,0.025513411189351836
all,Neutral,Fear,20,108,0.012298926881851855
all,Neutral,Happiness,20,108,0.07003469201018521
all,Neutral,Neutral,20,108,0.6391374164194441
all,Neutral,Sadness,20,108,0.13722702502092587
all,Neutral,Surprise,20,108,0.0022458743669074065
all,Neutral,Anger,21,108,0.11369949154166666
all,Neutral,Disgust,21,108,0.02511035964564815
all,Neutral,Fear,21,108,0.009827767531944455
all,Neutral,Happiness,21,108,0.06753538925111113
all,Neutral,Neutral,21,108,0.645218770722222
all,Neutral,Sadness,21,108,0.13647115851796301
all,Neutral,Surprise,21,108,0.0021370593233333334
all,Neutral,Anger,22,108,0.11352402541481482
all,Neutral,Disgust,22,108,0.02704193256796297
all,Neutral,Fear,22,108,0.007811322490277777
all,Neutral,Happiness,22,108,0.061735225242592597
all,Neutral,Neutral,22,108,0.6552511009833331
all,Neutral,Sadness,22,108,0.1326437340698148
all,Neutral,Surprise,22,108,0.0019926400862962956
all,Neutral,Anger,23,108,0.11233357689074082
all,Neutral,Disgust,23,108,0.029962795832499983
all,Neutral,Fear,23,108,0.0074236172669444435
all,Neutral,Happiness,23,108,0.05841325802814815
all,Neutral,Neutral,23,108,0.6624054394277779
all,Neutral,Sadness,23,108,0.1274618291922222
all,Neutral,Surprise,23,108,0.0019994863794444446
all,Neutral,Anger,24,108,0.11030164513333333
all,Neutral,Disgust,24,108,0.02855642236175926
all,Neutral,Fear,24,108,0.006548586978148149
all,Neutral,Happiness,24,108,0.057625172274629655
all,Neutral,Neutral,24,108,0.6719348520055556
all,Neutral,Sadness,24,108,0.12312851375777772
all,Neutral,Surprise,24,108,0.0019048067403703703
all,Neutral,Anger,25,108,0.11084211813055553
all,Neutral,Disgust,25,108,0.02689962852694445
all,Neutral,Fear,25,108,0.008002897706296294
all,Neutral,Happiness,25,108,0.049493464052685204
all,Neutral,Neutral,25,108,0.6856435063916663
all,Neutral,Sadness,25,108,0.1169860456900926
all,Neutral,Surprise,25,108,0.0021323437112037032
all,Neutral,Anger,26,108,0.11158081266296291
all,Neutral,Disgust,26,108,0.02557514952287036
all,Neutral,Fear,26,108,0.008670291723518518
all,Neutral,Happiness,26,108,0.04432128008833334
all,Neutral,Neutral,26,108,0.6957421274240739
all,Neutral,Sadness,26,108,0.11190403863888893
all,Neutral,Surprise,26,108,0.002206303318981481
all,Neutral,Anger,27,108,0.11148581976388884
all,Neutral,Disgust,27,108,0.02475475524083334
all,Neutral,Fear,27,108,0.010929847876574075
all,Neutral,Happiness,27,108,0.04459000402851853
all,Neutral,Neutral,27,108,0.6996347323490739
all,Neutral,Sadness,27,108,0.10634112851296297
all,Neutral,Surprise,27,108,0.002263718671851852
all,Neutral,Anger,28,108,0.11010125013240746
all,Neutral,Disgust,28,108,0.0261372064311111
all,Neutral,Fear,28,108,0.010092602313888886
all,Neutral,Happiness,28,108,0.041548924147870404
all,Neutral,Neutral,28,108,0.7082977432805556
all,Neutral,Sadness,28,108,0.10146377359759268
all,Neutral,Surprise,28,108,0.002358499738796296
all,Neutral,Anger,29,108,0.10716680300000005
all,Neutral,Disgust,29,108,0.028545446908055567
all,Neutral,Fear,29,108,0.011109920280462962
all,Neutral,Happiness,29,108,0.03920842771388889
all,Neutral,Neutral,29,108,0.7103791344083329
all,Neutral,Sadness,29,108,0.10121682491111113
all,Neutral,Surprise,29,108,0.0023734454794444447
all,Neutral,Anger,30,108,0.10547889608981482
all,Neutral,Disgust,30,108,0.027864140475925937
all,Neutral,Fear,30,108,0.00860095768287037
all,Neutral,Happiness,30,108,0.045074877253703724
all,Neutral,Neutral,30,108,0.7062755309490742
all,Neutral,Sadness,30,108,0.1045029151074074
all,Neutral,Surprise,30,108,0.0022026828140740743
all,Sadness,Anger,1,108,0.1633306741018519
all,Sadness,Disgust,1,108,0.1233017237407407
all,Sadness,Fear,1,108,0.09838095611388892
all,Sadness,Happiness,1,108,0.1258935534620371
all,Sadness,Neutral,1,108,0.15443061546759262
all,Sadness,Sadness,1,108,0.28098425740370353
all,Sadness,Surprise,1,108,0.05367821806574074
all,Sadness,Anger,2,108,0.14692646800555556
all,Sadness,Disgust,2,108,0.09839180459907405
all,Sadness,Fear,2,108,0.08782689827657408
all,Sadness,Happiness,2,108,0.11378659444814815
all,Sadness,Neutral,2,108,0.19778502128425932
all,Sadness,Sadness,2,108,0.3229677808148149
all,Sadness,Surprise,2,108,0.03231542805555557
all,Sadness,Anger,3,108,0.13394011197685185
all,Sadness,Disgust,3,108,0.08828256924259258
all,Sadness,Fear,3,108,0.07990398063527776
all,Sadness,Happiness,3,108,0.11224121182425925
all,Sadness,Neutral,3,108,0.2129354205777778
all,Sadness,Sadness,3,108,0.34730211326185173
all,Sadness,Surprise,3,108,0.025394594146388894
all,Sadness,Anger,4,108,0.12848265885555554
all,Sadness,Disgust,4,108,0.0974121632111111
all,Sadness,Fear,4,108,0.07070203980166666
all,Sadness,Happiness,4,108,0.1047425663905555
all,Sadness,Neutral,4,108,0.21976751708611122
all,Sadness,Sadness,4,108,0.3625173119506482
all,Sadness,Surprise,4,108,0.016375731810740743
all,Sadness,Anger,5,108,0.13663930465166668
all,Sadness,Disgust,5,108,0.10066882363796298
all,Sadness,Fear,5,108,0.06308526498194442
all,Sadness,Happiness,5,108,0.10434718635546296
all,Sadness,Neutral,5,108,0.19823320468611125
all,Sadness,Sadness,5,108,0.38424393059305567
all,Sadness,Surprise,5,108,0.01278228649314815
all,Sadness,Anger,6,108,0.145073373758426
all,Sadness,Disgust,6,108,0.09832479390342595
all,Sadness,Fear,6,108,0.0633659655357407
all,Sadness,Happiness,6,108,0.0985565220862963
all,Sadness,Neutral,6,108,0.17945606091574073
all,Sadness,Sadness,6,108,0.40738821378583334
all,Sadness,Surprise,6,108,0.007835072632555555
all,Sadness,Anger,7,108,0.13821633114833334
all,Sadness,Disgust,7,108,0.08740617468611113
all,Sadness,Fear,7,108,0.06464789756564814
all,Sadness,Happiness,7,108,0.09159272810009263
all,Sadness,Neutral,7,108,0.18004245023703694
all,Sadness,Sadness,7,108,0.43208086906240745
all,Sadness,Surprise,7,108,0.006013539773425927
all,Sadness,Anger,8,108,0.14416307972685183
all,Sadness,Disgust,8,108,0.08472788998555553
all,Sadness,Fear,8,108,0.06299951609185182
all,Sadness,Happiness,8,108,0.08625648703453702
all,Sadness,Neutral,8,108,0.16217213842499997
all,Sadness,Sadness,8,108,0.4550087916249997
all,Sadness,Surprise,8,108,0.004672108386018519
all,Sadness,Anger,9,108,0.15349457555379636
all,Sadness,Disgust,9,108,0.07991676500777779
all,Sadness,Fear,9,108,0.05864250031037036
all,Sadness,Happiness,9,108,0.07583909704574074
all,Sadness,Neutral,9,108,0.140016359025
all,Sadness,Sadness,9,108,0.4886138110604629
all,Sadness,Surprise,9,108,0.0034768915412037027
all,Sadness,Anger,10,108,0.15997843454620375
all,Sadness,Disgust,10,108,0.0809341923215741
all,Sadness,Fear,10,108,0.05328243842685185
all,Sadness,Happiness,10,108,0.07688878274157404
all,Sadness,Neutral,10,108,0.11600216954999996
all,Sadness,Sadness,10,108,0.5099317882829629
all,Sadness,Surprise,10,108,0.002982198564861111
all,Sadness,Anger,11,108,0.1663914447955556
all,Sadness,Disgust,11,108,0.08096499390064811
all,Sadness,Fear,11,108,0.05153473252129629
all,Sadness,Happiness,11,108,0.07175109463416672
all,Sadness,Neutral,11,108,0.10218562009907405
all,Sadness,Sadness,11,108,0.5244490316750925
all,Sadness,Surprise,11,108,0.0027230831458333335
all,Sadness,Anger,12,108,0.16354301732990745
all,Sadness,Disgust,12,108,0.07712215495435183
all,Sadness,Fear,12,108,0.050085387177777774
all,Sadness,Happiness,12,108,0.06619822142185185
all,Sadness,Neutral,12,108,0.08765223576722223
all,Sadness,Sadness,12,108,0.5523363360862037
all,Sadness,Surprise,12,108,0.0030626418633425937
all,Sadness,Anger,13,108,0.16550975751425925
all,Sadness,Disgust,13,108,0.07601638350879626
all,Sadness,Fear,13,108,0.044200511271018504
all,Sadness,Happiness,13,108,0.0678993467126852
all,Sadness,Neutral,13,108,0.06919014746148149
all,Sadness,Sadness,13,108,0.5741463050972223
all,Sadness,Surprise,13,108,0.003037552779537037
