category,2/3,3/3,delta_3_minus_2_pp
Anger,0.39285714285714285,0.4875,9.464285714285714
Disgust,0.5769230769230769,0.7857142857142857,20.879120879120883
Fear,0.6714285714285714,0.631578947368421,-3.9849624060150357
Happiness,,0.9166666666666666,
Neutral,0.42857142857142855,0.7978723404255319,36.93009118541033
Sadness,0.7857142857142857,0.8191489361702128,3.3434650455927084
Surprise,0.6428571428571429,0.8625,21.964285714285715
