true_label,rank,fea_name,raw_difference_incorrect_minus_correct,sd_scaled_difference,abs_sd_scaled_difference,is_paper_relevant_fea,rank_within_paper_relevant
Sadness,45,InnerBrowRaiserR,0.033957952655354076,0.21606711877092635,0.21606711877092635,True,25
Sadness,48,LidTightenerL,0.03228967131778876,0.1794061252078141,0.1794061252078141,True,26
Sadness,50,UpperLipRaiserR,0.03039105176955694,0.15839948446175275,0.15839948446175275,True,27
Sadness,51,LowerLipDepressorL,-0.01841945621412292,-0.15391017418658387,0.15391017418658387,True,28
Sadness,55,LowerLipDepressorR,-0.01644194215893938,-0.14088865450577404,0.14088865450577404,True,29
Sadness,56,UpperLidRaiserL,-0.024061733994311395,-0.1344493376189248,0.1344493376189248,True,30
Sadness,57,LipCornerPullerL,-0.023759752780044083,-0.10525999248628674,0.10525999248628674,True,31
Sadness,58,LipCornerPullerR,-0.022203610192859276,-0.09616968016126407,0.09616968016126407,True,32
Sadness,59,UpperLipRaiserL,0.0133083216784729,0.07256741742686838,0.07256741742686838,True,33
Sadness,60,JawDrop,0.006786034741646324,0.03800632440072223,0.03800632440072223,True,34
Sadness,61,LidTightenerR,0.005569061366518746,0.029618761922587323,0.029618761922587323,True,35
Surprise,1,LipFunnelerLT,0.15701631029448443,3.881479430992651,3.881479430992651,True,1
Surprise,2,LipFunnelerRT,0.15680538043365058,3.8679034079488166,3.8679034079488166,True,2
Surprise,7,OuterBrowRaiserR,-0.3218479459374015,-2.0088433117599074,2.0088433117599074,True,3
Surprise,8,OuterBrowRaiserL,-0.31212951478877365,-1.9904415695101245,1.9904415695101245,True,4
Surprise,9,InnerBrowRaiserR,-0.3109604820190868,-1.97857438825568,1.97857438825568,True,5
Surprise,10,InnerBrowRaiserL,-0.29984278752400473,-1.9525808374047493,1.9525808374047493,True,6
Surprise,13,LipTightenerL,0.10338960865470952,1.754312965927365,1.754312965927365,True,7
Surprise,14,LipTightenerR,0.09326447083675685,1.646279981944613,1.646279981944613,True,8
Surprise,15,UpperLidRaiserR,-0.35328931068361247,-1.6419135558306241,1.6419135558306241,True,9
Surprise,16,LidTightenerL,0.2823360497862098,1.568700288092408,1.568700288092408,True,10
Surprise,17,UpperLidRaiserL,-0.26968890850356825,-1.5069360803360194,1.5069360803360194,True,11
Surprise,18,BrowLowererL,0.17904280273701645,1.224969579435715,1.224969579435715,True,12
Surprise,19,LidTightenerR,0.19869194530698153,1.0567327304676448,1.0567327304676448,True,13
Surprise,20,BrowLowererR,0.13820474424989634,0.9788218386024149,0.9788218386024149,True,14
Surprise,24,LipFunnelerLB,0.03968879116467315,0.7917780469391148,0.7917780469391148,True,15
Surprise,25,LipFunnelerRB,0.03870504873856019,0.7792516565383293,0.7792516565383293,True,16
Surprise,27,JawDrop,-0.11261941441306705,-0.6307438969821705,0.6307438969821705,True,17
Surprise,28,CheekRaiserL,0.13248217610643465,0.6207837771400039,0.6207837771400039,True,18
Surprise,29,LowerLipDepressorL,0.07406956955532759,0.6189140558582226,0.6189140558582226,True,19
Surprise,30,CheekRaiserR,0.12495257670678588,0.603311416940631,0.603311416940631,True,20
Surprise,34,LowerLipDepressorR,0.060312458403825014,0.516808843645665,0.516808843645665,True,21
Surprise,46,NoseWrinklerL,0.04857863393622318,0.2814128997923004,0.2814128997923004,True,22
Surprise,48,NoseWrinklerR,0.041162638400633104,0.23492294992042925,0.23492294992042925,True,23
Surprise,50,UpperLipRaiserL,-0.03661010155646345,-0.19962701427523483,0.19962701427523483,True,24
Surprise,52,UpperLipRaiserR,-0.03519308469183072,-0.18342788904031596,0.18342788904031596,True,25
Surprise,54,LipCornerPullerR,-0.020683132184892192,-0.08958408968978947,0.08958408968978947,True,26
Surprise,55,LipStretcherR,-0.010136267487091462,-0.08927040307252242,0.08927040307252242,True,27
Surprise,56,LipCornerPullerL,-0.01788211142184453,-0.07922098059383956,0.07922098059383956,True,28
Surprise,57,LipStretcherL,-0.008393487531539385,-0.07783989856732687,0.07783989856732687,True,29
Surprise,58,ChinRaiserT,0.0125318149649511,0.06622405571959714,0.06622405571959714,True,30
Surprise,59,LipCornerDepressorR,-0.009140632560278094,-0.05656659517036125,0.05656659517036125,True,31
Surprise,60,ChinRaiserB,0.007317562172727773,0.03556978931140084,0.03556978931140084,True,32
Surprise,61,LipCornerDepressorL,0.005291282375808962,0.03176363795564787,0.03176363795564787,True,33
Surprise,62,LipPressorL,-0.0013241288320198902,-0.029885587553647473,0.029885587553647473,True,34
Surprise,63,LipPressorR,-0.0011956981227627809,-0.02678889121244534,0.02678889121244534,True,35
