participant_id,BrowLowererL,BrowLowererR,CheekPuffL,CheekPuffR,CheekRaiserL,CheekRaiserR,CheekSuckL,CheekSuckR,ChinRaiserB,ChinRaiserT,DimplerL,DimplerR,EyesClosedL,EyesClosedR,EyesLookDownL,EyesLookDownR,EyesLookLeftL,EyesLookLeftR,EyesLookRightL,EyesLookRightR,EyesLookUpL,EyesLookUpR,InnerBrowRaiserL,InnerBrowRaiserR,JawDrop,JawSidewaysLeft,JawSidewaysRight,JawThrust,LidTightenerL,LidTightenerR,LipCornerDepressorL,LipCornerDepressorR,LipCornerPullerL,LipCornerPullerR,LipFunnelerLB,LipFunnelerLT,LipFunnelerRB,LipFunnelerRT,LipPressorL,LipPressorR,LipPuckerL,LipPuckerR,LipStretcherL,LipStretcherR,LipSuckLB,LipSuckLT,LipSuckRB,LipSuckRT,LipTightenerL,LipTightenerR,LipsToward,LowerLipDepressorL,LowerLipDepressorR,MouthLeft,MouthRight,NoseWrinklerL,NoseWrinklerR,OuterBrowRaiserL,OuterBrowRaiserR,UpperLidRaiserL,UpperLidRaiserR,UpperLipRaiserL,UpperLipRaiserR,AU1,AU2,AU4,AU5,AU6,AU7,AU8,AU9,AU10,AU12,AU14,AU15,AU16,AU17,AU18,AU20,AU22,AU23,AU24,AU26,AU28,AU43
27,-0.10178159744124665,-0.1322106699174684,0.0009606476611700655,0.0007291763198421377,-0.0909256002969212,-0.08694673143327236,0.0,2.335497440541362e-46,0.03925191659932307,0.028362014870005975,-0.01410362862257572,-0.019717808305804482,-0.0014350957540842676,-0.001295489375355762,-0.000714235739370782,-5.769296344886846e-05,-0.024750531902019337,-0.037237540384780415,-0.03384287976142433,-0.046652726001209684,-0.07199512718814527,-0.07197747799930058,-0.07239648509356711,-0.0804236026273834,0.05249588275910361,0.0044999742789826385,0.0009832080201129384,0.0032585989899499776,-0.004948946103808333,-0.08386771240168145,0.06300853731938535,0.061579558345387246,-0.016000254493681768,-0.024350144072539284,9.797816751397089e-15,0.002187164491811355,9.797899085877461e-15,0.00262083233437238,-1.298234088086582e-11,-9.713750424972372e-12,0.0058329132005589986,0.004700823431001662,0.05080994080101024,0.04572565384665006,-0.017072199117297057,0.010689005160698766,-0.0156721817474227,-0.0005602746318969631,0.013369104855107701,0.014073950776447023,-0.013980146042174763,-0.004899677842535092,0.002326705720577738,0.0008726887294210591,-0.003273766268735861,-0.007282755608644546,-0.008127672428363625,-0.08362519177608191,-0.10969879707942409,-0.1726315560137905,-0.24418817124872785,0.010458425173742791,-0.0210717237177811,-0.07641004386047523,-0.09666199442775303,-0.11699613367935757,-0.20840986363125918,-0.08893616586509678,-0.04440832925274496,-0.013980146042174763,-0.007705214018504086,-0.005306649272019182,-0.020175199283110526,-0.016910718464190122,0.0622940478323863,-0.0012864860609786803,0.03380696573466453,0.005266868315780331,0.048267797323830144,0.0012019992065508327,0.013721527815777363,-1.1348045652919096e-11,0.05249588275910361,-0.005653912583979487,-0.001365292564720015
