subset,true_class,output_class,prefix_length,n_sequences,mean_probability
all,Fear,Disgust,23,54,0.042353518744074066
all,Fear,Fear,23,54,0.44945375433148166
all,Fear,Happiness,23,54,0.1327632548238889
all,Fear,Neutral,23,54,0.17562880405783338
all,Fear,Sadness,23,54,0.0021363497147777774
all,Fear,Surprise,23,54,0.1899309235966667
all,Fear,Anger,24,54,0.007648787056037038
all,Fear,Disgust,24,54,0.042699896391666665
all,Fear,Fear,24,54,0.47348808762222205
all,Fear,Happiness,24,54,0.1384046258674074
all,Fear,Neutral,24,54,0.14212964969164815
all,Fear,Sadness,24,54,0.0019768708225000003
all,Fear,Surprise,24,54,0.19365206900518517
all,Fear,Anger,25,54,0.0074693074002407395
all,Fear,Disgust,25,54,0.043022366536111106
all,Fear,Fear,25,54,0.4849062840277779
all,Fear,Happiness,25,54,0.1356034982951852
all,Fear,Neutral,25,54,0.12933031096787037
all,Fear,Sadness,25,54,0.0017844303566666667
all,Fear,Surprise,25,54,0.1978837975224074
all,Fear,Anger,26,54,0.007309811655981481
all,Fear,Disgust,26,54,0.04323753505462963
all,Fear,Fear,26,54,0.4949368928925925
all,Fear,Happiness,26,54,0.12662557461462964
all,Fear,Neutral,26,54,0.11922002113287035
all,Fear,Sadness,26,54,0.0016251834896666673
all,Fear,Surprise,26,54,0.20704497250629636
all,Fear,Anger,27,54,0.007198028215722221
all,Fear,Disgust,27,54,0.043632739277962976
all,Fear,Fear,27,54,0.5080353289685186
all,Fear,Happiness,27,54,0.10716695643777774
all,Fear,Neutral,27,54,0.11002420151224072
all,Fear,Sadness,27,54,0.0014950515164814816
all,Fear,Surprise,27,54,0.2224476940388889
all,Fear,Anger,28,54,0.007458163658592592
all,Fear,Disgust,28,54,0.043690796696481494
all,Fear,Fear,28,54,0.5116515569074074
all,Fear,Happiness,28,54,0.0962240701898148
all,Fear,Neutral,28,54,0.10471086284859256
all,Fear,Sadness,28,54,0.00135801264587037
all,Fear,Surprise,28,54,0.23490653759796293
all,Fear,Anger,29,54,0.007724054848018518
all,Fear,Disgust,29,54,0.044650899636481486
all,Fear,Fear,29,54,0.5088145226944446
all,Fear,Happiness,29,54,0.09172927232462963
all,Fear,Neutral,29,54,0.10264351605390738
all,Fear,Sadness,29,54,0.001360853101092593
all,Fear,Surprise,29,54,0.2430768746685185
all,Fear,Anger,30,54,0.007896956722962966
all,Fear,Disgust,30,54,0.04662751965055555
all,Fear,Fear,30,54,0.5063188834629628
all,Fear,Happiness,30,54,0.08479250205851853
all,Fear,Neutral,30,54,0.10204766927624075
all,Fear,Sadness,30,54,0.0014013243679259263
all,Fear,Surprise,30,54,0.25091513168944446
all,Happiness,Anger,1,54,0.08988249759259259
all,Happiness,Disgust,1,54,0.10731872888888892
all,Happiness,Fear,1,54,0.14774930461111108
all,Happiness,Happiness,1,54,0.3176348383518518
all,Happiness,Neutral,1,54,0.15620924906666664
all,Happiness,Sadness,1,54,0.08362473542592593
all,Happiness,Surprise,1,54,0.09758064592592593
all,Happiness,Anger,2,54,0.05878276571851853
all,Happiness,Disgust,2,54,0.0722891276611111
all,Happiness,Fear,2,54,0.14168463553388888
all,Happiness,Happiness,2,54,0.40165741167407415
all,Happiness,Neutral,2,54,0.18894001248814815
all,Happiness,Sadness,2,54,0.06121593522999998
all,Happiness,Surprise,2,54,0.07543010369240741
all,Happiness,Anger,3,54,0.040072057836481476
all,Happiness,Disgust,3,54,0.05356960747351852
all,Happiness,Fear,3,54,0.13468602853740738
all,Happiness,Happiness,3,54,0.4419604503581481
all,Happiness,Neutral,3,54,0.2229113167708148
all,Happiness,Sadness,3,54,0.04623202465074074
all,Happiness,Surprise,3,54,0.060568518303703724
all,Happiness,Anger,4,54,0.030369215556666673
all,Happiness,Disgust,4,54,0.04475472975796296
all,Happiness,Fear,4,54,0.12705464864870372
all,Happiness,Happiness,4,54,0.4700422060457407
all,Happiness,Neutral,4,54,0.24062684515481483
all,Happiness,Sadness,4,54,0.037240992602351856
all,Happiness,Surprise,4,54,0.0499113702569074
all,Happiness,Anger,5,54,0.023567655217333332
all,Happiness,Disgust,5,54,0.03842087258000001
all,Happiness,Fear,5,54,0.11706201404370367
all,Happiness,Happiness,5,54,0.5018243659607036
all,Happiness,Neutral,5,54,0.24654238737010178
all,Happiness,Sadness,5,54,0.03130238513162963
all,Happiness,Surprise,5,54,0.041280319009111124
all,Happiness,Anger,6,54,0.01854346958285185
all,Happiness,Disgust,6,54,0.03145563345555555
all,Happiness,Fear,6,54,0.11146165529955557
all,Happiness,Happiness,6,54,0.5408570517767779
all,Happiness,Neutral,6,54,0.23397408628887048
all,Happiness,Sadness,6,54,0.02775142500762963
all,Happiness,Surprise,6,54,0.035956671074092596
all,Happiness,Anger,7,54,0.015506360651425924
all,Happiness,Disgust,7,54,0.026393739910740746
all,Happiness,Fear,7,54,0.10118227713696297
all,Happiness,Happiness,7,54,0.5723436774085185
all,Happiness,Neutral,7,54,0.22719393991327774
all,Happiness,Sadness,7,54,0.025521211762962966
all,Happiness,Surprise,7,54,0.03185879784914815
all,Happiness,Anger,8,54,0.01465253384888889
all,Happiness,Disgust,8,54,0.02416754240388888
all,Happiness,Fear,8,54,0.09283268529787032
all,Happiness,Happiness,8,54,0.5913549735357407
all,Happiness,Neutral,8,54,0.22553648580082405
all,Happiness,Sadness,8,54,0.023764563255185188
all,Happiness,Surprise,8,54,0.027691207937592593
all,Happiness,Anger,9,54,0.015232191682407404
all,Happiness,Disgust,9,54,0.022271884202296293
all,Happiness,Fear,9,54,0.0845472527778704
all,Happiness,Happiness,9,54,0.6154089594957406
all,Happiness,Neutral,9,54,0.21701623435955744
all,Happiness,Sadness,9,54,0.021524469925166663
all,Happiness,Surprise,9,54,0.023999015208555557
all,Happiness,Anger,10,54,0.015718758592796294
all,Happiness,Disgust,10,54,0.021265231136962964
all,Happiness,Fear,10,54,0.07794166625035187
all,Happiness,Happiness,10,54,0.6557526653537037
all,Happiness,Neutral,10,54,0.19675129227573326
all,Happiness,Sadness,10,54,0.012149739711027778
all,Happiness,Surprise,10,54,0.020420651575925926
all,Happiness,Anger,11,54,0.015309638291574076
all,Happiness,Disgust,11,54,0.01839175683342593
all,Happiness,Fear,11,54,0.07834865244301854
all,Happiness,Happiness,11,54,0.6903389096516667
all,Happiness,Neutral,11,54,0.1742306797712519
all,Happiness,Sadness,11,54,0.0046113226021481475
all,Happiness,Surprise,11,54,0.018769033393499997
all,Happiness,Anger,12,54,0.022292076095870368
all,Happiness,Disgust,12,54,0.017818336145444445
all,Happiness,Fear,12,54,0.07304634805281485
all,Happiness,Happiness,12,54,0.7145503723046296
all,Happiness,Neutral,12,54,0.14997950489088888
all,Happiness,Sadness,12,54,0.0050192657684259255
all,Happiness,Surprise,12,54,0.017294113115685187
all,Happiness,Anger,13,54,0.02641639785668519
all,Happiness,Disgust,13,54,0.01672420383962963
all,Happiness,Fear,13,54,0.07055010619024077
all,Happiness,Happiness,13,54,0.7395034234303706
all,Happiness,Neutral,13,54,0.12614320375285182
all,Happiness,Sadness,13,54,0.0042585245931851855
all,Happiness,Surprise,13,54,0.016404142735018515
all,Happiness,Anger,14,54,0.02451018698464815
all,Happiness,Disgust,14,54,0.014628788547962963
all,Happiness,Fear,14,54,0.07077337080962964
all,Happiness,Happiness,14,54,0.7563468692240739
all,Happiness,Neutral,14,54,0.11380009524279078
all,Happiness,Sadness,14,54,0.0036832220436481488
all,Happiness,Surprise,14,54,0.01625746886468518
all,Happiness,Anger,15,54,0.018062030448425925
all,Happiness,Disgust,15,54,0.011660803268444441
all,Happiness,Fear,15,54,0.07020599781485184
all,Happiness,Happiness,15,54,0.7873260263018518
all,Happiness,Neutral,15,54,0.09512442671961295
all,Happiness,Sadness,15,54,0.0032291842873333337
all,Happiness,Surprise,15,54,0.014391516951999998
all,Happiness,Anger,16,54,0.00944474713635185
all,Happiness,Disgust,16,54,0.007233129572888888
all,Happiness,Fear,16,54,0.057183677383314806
all,Happiness,Happiness,16,54,0.8452699129074075
all,Happiness,Neutral,16,54,0.06842349309143704
all,Happiness,Sadness,16,54,0.0022398375698148144
all,Happiness,Surprise,16,54,0.010205197400925927
all,Happiness,Anger,17,54,0.006679341349092593
all,Happiness,Disgust,17,54,0.004977683421777777
all,Happiness,Fear,17,54,0.047175252486018546
all,Happiness,Happiness,17,54,0.8706493352777779
all,Happiness,Neutral,17,54,0.06102747721827962
all,Happiness,Sadness,17,54,0.0016875442496481474
all,Happiness,Surprise,17,54,0.0078033641607870375
all,Happiness,Anger,18,54,0.005222586583148148
all,Happiness,Disgust,18,54,0.004587886198055556
all,Happiness,Fear,18,54,0.045662411950351846
all,Happiness,Happiness,18,54,0.8818778381222224
all,Happiness,Neutral,18,54,0.053108730481035184
all,Happiness,Sadness,18,54,0.001396335411222223
all,Happiness,Surprise,18,54,0.008144211225416668
all,Happiness,Anger,19,54,0.003675426664055556
all,Happiness,Disgust,19,54,0.004587101159814815
all,Happiness,Fear,19,54,0.035253599575592584
all,Happiness,Happiness,19,54,0.9114588496851853
all,Happiness,Neutral,19,54,0.03819380828360184
all,Happiness,Sadness,19,54,0.0010227400023333335
all,Happiness,Surprise,19,54,0.0058084796059907386
all,Happiness,Anger,20,54,0.0022331901435185177
all,Happiness,Disgust,20,54,0.004915992540277775
all,Happiness,Fear,20,54,0.02696868729244444
all,Happiness,Happiness,20,54,0.9320283771111112
all,Happiness,Neutral,20,54,0.028434682753107395
all,Happiness,Sadness,20,54,0.0006424989674074076
all,Happiness,Surprise,20,54,0.004776571402611111
all,Happiness,Anger,21,54,0.0018391630533518522
all,Happiness,Disgust,21,54,0.005618764582574075
all,Happiness,Fear,21,54,0.020530544331222214
all,Happiness,Happiness,21,54,0.9470693981481482
all,Happiness,Neutral,21,54,0.02021529461886852
all,Happiness,Sadness,21,54,0.00047784113711111105
all,Happiness,Surprise,21,54,0.004248996603425924
all,Happiness,Anger,22,54,0.0017063184115185188
all,Happiness,Disgust,22,54,0.004861684083703703
all,Happiness,Fear,22,54,0.00937191652788889
all,Happiness,Happiness,22,54,0.9731605407407407
all,Happiness,Neutral,22,54,0.008761516857427777
all,Happiness,Sadness,22,54,0.00034884860450925913
all,Happiness,Surprise,22,54,0.0017891658689444439
all,Happiness,Anger,23,54,0.0009670422571851849
all,Happiness,Disgust,23,54,0.0029529498238703706
all,Happiness,Fear,23,54,0.0034129259193888895
all,Happiness,Happiness,23,54,0.9902684225925925
all,Happiness,Neutral,23,54,0.0015822279902814817
all,Happiness,Sadness,23,54,0.00019147447228703702
all,Happiness,Surprise,23,54,0.0006249555075833331
all,Happiness,Anger,24,54,0.0005447227545555556
all,Happiness,Disgust,24,54,0.0013638337095185193
all,Happiness,Fear,24,54,0.0011620977829629629
all,Happiness,Happiness,24,54,0.9962145061111113
all,Happiness,Neutral,24,54,0.0003181280786537038
all,Happiness,Sadness,24,54,0.00011164926588888888
all,Happiness,Surprise,24,54,0.00028504563040740737
all,Happiness,Anger,25,54,0.000369827672462963
all,Happiness,Disgust,25,54,0.0005943975797037035
all,Happiness,Fear,25,54,0.00042591414888888874
all,Happiness,Happiness,25,54,0.998271007407407
all,Happiness,Neutral,25,54,0.00011780807578148147
all,Happiness,Sadness,25,54,7.585346974999999e-05
all,Happiness,Surprise,25,54,0.00014518616644444444
all,Happiness,Anger,26,54,0.0002950395102407407
all,Happiness,Disgust,26,54,0.00037174928853703703
all,Happiness,Fear,26,54,0.00024477902529629624
all,Happiness,Happiness,26,54,0.9988589872222221
all,Happiness,Neutral,26,54,7.664832322037039e-05
all,Happiness,Sadness,26,54,6.153300893518515e-05
all,Happiness,Surprise,26,54,9.126338864814815e-05
all,Happiness,Anger,27,54,0.0002636389597037037
all,Happiness,Disgust,27,54,0.00029768240909259255
all,Happiness,Fear,27,54,0.0001827388204444445
all,Happiness,Happiness,27,54,0.999067461851852
all,Happiness,Neutral,27,54,6.455679832037038e-05
all,Happiness,Sadness,27,54,5.554647971296295e-05
all,Happiness,Surprise,27,54,6.838943962962964e-05
all,Happiness,Anger,28,54,0.0002525577298703703
all,Happiness,Disgust,28,54,0.00026648900433333335
all,Happiness,Fear,28,54,0.00015561337679629631
all,Happiness,Happiness,28,54,0.9991516398148145
all,Happiness,Neutral,28,54,6.235369757407406e-05
all,Happiness,Sadness,28,54,5.430568752777776e-05
all,Happiness,Surprise,28,54,5.704476313888887e-05
all,Happiness,Anger,29,54,0.0002561511237962962
all,Happiness,Disgust,29,54,0.0002552062781296296
all,Happiness,Fear,29,54,0.00014826194424074073
all,Happiness,Happiness,29,54,0.9991657894444442
all,Happiness,Neutral,29,54,6.587569321296297e-05
all,Happiness,Sadness,29,54,5.6120289277777776e-05
all,Happiness,Surprise,29,54,5.2590445787037014e-05
all,Happiness,Anger,30,54,0.0002818116248703705
all,Happiness,Disgust,30,54,0.00026064795318518516
all,Happiness,Fear,30,54,0.00016202062431481482
all,Happiness,Happiness,30,54,0.9990899935185183
all,Happiness,Neutral,30,54,8.548069221481477e-05
all,Happiness,Sadness,30,54,6.41441254074074e-05
all,Happiness,Surprise,30,54,5.591282660185184e-05
all,Neutral,Anger,1,54,0.1022514391666667
all,Neutral,Disgust,1,54,0.10212458455555558
all,Neutral,Fear,1,54,0.17896896325925926
all,Neutral,Happiness,1,54,0.1436240195925926
all,Neutral,Neutral,1,54,0.24378912607407402
all,Neutral,Sadness,1,54,0.10156819574074076
all,Neutral,Surprise,1,54,0.1276736746666667
all,Neutral,Anger,2,54,0.07252662174259258
all,Neutral,Disgust,2,54,0.06744781916666669
all,Neutral,Fear,2,54,0.18344005794074078
all,Neutral,Happiness,2,54,0.14563492810185183
all,Neutral,Neutral,2,54,0.35330286163518504
all,Neutral,Sadness,2,54,0.07029201416666667
all,Neutral,Surprise,2,54,0.10735570214018518
all,Neutral,Anger,3,54,0.051186410753703705
all,Neutral,Disgust,3,54,0.044319333524074085
all,Neutral,Fear,3,54,0.17404578867222223
all,Neutral,Happiness,3,54,0.14094057636481483
all,Neutral,Neutral,3,54,0.45585623342111103
all,Neutral,Sadness,3,54,0.04763327121759259
all,Neutral,Surprise,3,54,0.08601839084462963
all,Neutral,Anger,4,54,0.038706539312222225
all,Neutral,Disgust,4,54,0.030090242730925924
all,Neutral,Fear,4,54,0.16118577363481487
all,Neutral,Happiness,4,54,0.13770314478703702
all,Neutral,Neutral,4,54,0.5291010191805
all,Neutral,Sadness,4,54,0.03371044247888889
all,Neutral,Surprise,4,54,0.06950283275203703
all,Neutral,Anger,5,54,0.032179667091481484
all,Neutral,Disgust,5,54,0.02427583310740741
all,Neutral,Fear,5,54,0.1497754180081482
all,Neutral,Happiness,5,54,0.1349718343888889
all,Neutral,Neutral,5,54,0.5771724110356111
all,Neutral,Sadness,5,54,0.024886046499629628
all,Neutral,Surprise,5,54,0.05673878688351853
all,Neutral,Anger,6,54,0.02801317856277778
all,Neutral,Disgust,6,54,0.022309829467962963
all,Neutral,Fear,6,54,0.13712205977870376
all,Neutral,Happiness,6,54,0.13208642997037037
all,Neutral,Neutral,6,54,0.6142388815172962
all,Neutral,Sadness,6,54,0.01861642831922222
all,Neutral,Surprise,6,54,0.047613186171018514
all,Neutral,Anger,7,54,0.02639823951555556
all,Neutral,Disgust,7,54,0.0203478410137037
all,Neutral,Fear,7,54,0.1276750307138889
all,Neutral,Happiness,7,54,0.1301348566548148
all,Neutral,Neutral,7,54,0.6351992712572224
all,Neutral,Sadness,7,54,0.018839482321740746
all,Neutral,Surprise,7,54,0.041405278653
all,Neutral,Anger,8,54,0.025899943173962964
all,Neutral,Disgust,8,54,0.0185177192312963
all,Neutral,Fear,8,54,0.11976658532648143
all,Neutral,Happiness,8,54,0.12794628340296296
all,Neutral,Neutral,8,54,0.6464772922827592
all,Neutral,Sadness,8,54,0.02534828660685185
all,Neutral,Surprise,8,54,0.0360438895312778
all,Neutral,Anger,9,54,0.02420879070611111
all,Neutral,Disgust,9,54,0.017032263677407407
all,Neutral,Fear,9,54,0.11328171413148146
all,Neutral,Happiness,9,54,0.12575274070518516
all,Neutral,Neutral,9,54,0.6611268117835741
all,Neutral,Sadness,9,54,0.027024570953037026
all,Neutral,Surprise,9,54,0.03157311969227778
all,Neutral,Anger,10,54,0.022943968403407403
all,Neutral,Disgust,10,54,0.015816041621666662
all,Neutral,Fear,10,54,0.1063282485682037
all,Neutral,Happiness,10,54,0.1228252986775926
all,Neutral,Neutral,10,54,0.6766927450291204
all,Neutral,Sadness,10,54,0.027493533405092592
all,Neutral,Surprise,10,54,0.027900166402722217
all,Neutral,Anger,11,54,0.023256838188611108
all,Neutral,Disgust,11,54,0.014344684596666667
all,Neutral,Fear,11,54,0.1015389582538889
all,Neutral,Happiness,11,54,0.11753732593703707
all,Neutral,Neutral,11,54,0.6903405395614443
all,Neutral,Sadness,11,54,0.027891144718129632
all,Neutral,Surprise,11,54,0.02509051035935186
all,Neutral,Anger,12,54,0.025699679154148145
all,Neutral,Disgust,12,54,0.014141898676296295
all,Neutral,Fear,12,54,0.09778852984574068
all,Neutral,Happiness,12,54,0.10910795263888887
all,Neutral,Neutral,12,54,0.6999395504505926
all,Neutral,Sadness,12,54,0.029132445200685187
all,Neutral,Surprise,12,54,0.024189943263481478
all,Neutral,Anger,13,54,0.030174762621925918
all,Neutral,Disgust,13,54,0.015349484203888888
all,Neutral,Fear,13,54,0.09480276214138887
all,Neutral,Happiness,13,54,0.09843459110759258
all,Neutral,Neutral,13,54,0.7067849913090557
all,Neutral,Sadness,13,54,0.030780724329851863
all,Neutral,Surprise,13,54,0.023672686719277778
all,Neutral,Anger,14,54,0.03402742173222222
all,Neutral,Disgust,14,54,0.017071598028148154
all,Neutral,Fear,14,54,0.09150502892640741
all,Neutral,Happiness,14,54,0.08919400352018518
all,Neutral,Neutral,14,54,0.7135255585641389
all,Neutral,Sadness,14,54,0.03122427097216667
all,Neutral,Surprise,14,54,0.023452096423277786
all,Neutral,Anger,15,54,0.036728934223981484
all,Neutral,Disgust,15,54,0.01760515049037037
all,Neutral,Fear,15,54,0.08795102038394445
all,Neutral,Happiness,15,54,0.0815036147472222
all,Neutral,Neutral,15,54,0.7219319008053888
all,Neutral,Sadness,15,54,0.03082882369337037
all,Neutral,Surprise,15,54,0.023450539006648154
all,Neutral,Anger,16,54,0.03783455577925926
all,Neutral,Disgust,16,54,0.016045425104074078
all,Neutral,Fear,16,54,0.08510709251648146
all,Neutral,Happiness,16,54,0.07394205208407408
all,Neutral,Neutral,16,54,0.7334728160228892
all,Neutral,Sadness,16,54,0.029896545332592582
all,Neutral,Surprise,16,54,0.023701501021166676
all,Neutral,Anger,17,54,0.03701572628925926
all,Neutral,Disgust,17,54,0.014804969442037035
all,Neutral,Fear,17,54,0.08304100956592592
all,Neutral,Happiness,17,54,0.06909638167685185
all,Neutral,Neutral,17,54,0.7471826243490741
all,Neutral,Sadness,17,54,0.025160691964814814
all,Neutral,Surprise,17,54,0.023698586235
all,Neutral,Anger,18,54,0.03309638949518518
all,Neutral,Disgust,18,54,0.012875758585555555
all,Neutral,Fear,18,54,0.080582655897037
all,Neutral,Happiness,18,54,0.06645173209462965
all,Neutral,Neutral,18,54,0.7641445970881479
all,Neutral,Sadness,18,54,0.019575288730925927
all,Neutral,Surprise,18,54,0.02327359071722222
all,Neutral,Anger,19,54,0.02835581909574074
all,Neutral,Disgust,19,54,0.010027452850925924
all,Neutral,Fear,19,54,0.0772263790740741
all,Neutral,Happiness,19,54,0.0647875186112963
all,Neutral,Neutral,19,54,0.7800296035481482
all,Neutral,Sadness,19,54,0.016485759776111112
all,Neutral,Surprise,19,54,0.023087476668518528
all,Neutral,Anger,20,54,0.02419560552055555
all,Neutral,Disgust,20,54,0.007927909384814814
all,Neutral,Fear,20,54,0.07416478624444442
all,Neutral,Happiness,20,54,0.06275523480407406
all,Neutral,Neutral,20,54,0.7949643025000002
all,Neutral,Sadness,20,54,0.013589763696481485
all,Neutral,Surprise,20,54,0.022402402353148148
all,Neutral,Anger,21,54,0.021024132798888887
all,Neutral,Disgust,21,54,0.006455257169074073
all,Neutral,Fear,21,54,0.07064200849814815
all,Neutral,Happiness,21,54,0.05991556552370372
all,Neutral,Neutral,21,54,0.8082250171666667
all,Neutral,Sadness,21,54,0.012101282602777779
all,Neutral,Surprise,21,54,0.02163673034444445
all,Neutral,Anger,22,54,0.018463322631666664
all,Neutral,Disgust,22,54,0.005490638311481481
all,Neutral,Fear,22,54,0.06867892423333335
all,Neutral,Happiness,22,54,0.05480720841962962
all,Neutral,Neutral,22,54,0.8203489607962964
all,Neutral,Sadness,22,54,0.011396152814444442
all,Neutral,Surprise,22,54,0.02081480758277778
all,Neutral,Anger,23,54,0.016360741692592592
all,Neutral,Disgust,23,54,0.004865895545740741
all,Neutral,Fear,23,54,0.06696933342592594
all,Neutral,Happiness,23,54,0.04729902319444447
all,Neutral,Neutral,23,54,0.8335760824259258
all,Neutral,Sadness,23,54,0.010645305731666667
all,Neutral,Surprise,23,54,0.02028361205796296
all,Neutral,Anger,24,54,0.013813493739814817
all,Neutral,Disgust,24,54,0.004308155350555555
all,Neutral,Fear,24,54,0.06557158178518516
all,Neutral,Happiness,24,54,0.04104580950092593
all,Neutral,Neutral,24,54,0.8460268631481479
all,Neutral,Sadness,24,54,0.00941515302388889
all,Neutral,Surprise,24,54,0.019818947128888882
all,Neutral,Anger,25,54,0.011565649214629629
all,Neutral,Disgust,25,54,0.003853532921111111
all,Neutral,Fear,25,54,0.06359909194259258
all,Neutral,Happiness,25,54,0.03887322396888885
all,Neutral,Neutral,25,54,0.8552482504999999
all,Neutral,Sadness,25,54,0.007903038971666667
all,Neutral,Surprise,25,54,0.01895722110740741
all,Neutral,Anger,26,54,0.010115071872592593
all,Neutral,Disgust,26,54,0.003648731570925926
all,Neutral,Fear,26,54,0.06117647237037039
all,Neutral,Happiness,26,54,0.03745626658481482
all,Neutral,Neutral,26,54,0.8635705132592592
all,Neutral,Sadness,26,54,0.006433494551111112
all,Neutral,Surprise,26,54,0.017599447000000004
all,Neutral,Anger,27,54,0.010531601393518518
all,Neutral,Disgust,27,54,0.004946441061666667
all,Neutral,Fear,27,54,0.05966986455740742
all,Neutral,Happiness,27,54,0.03754516685611112
all,Neutral,Neutral,27,54,0.8656079451851849
all,Neutral,Sadness,27,54,0.005370029323333334
all,Neutral,Surprise,27,54,0.01632894406296296
all,Neutral,Anger,28,54,0.011965901361481483
all,Neutral,Disgust,28,54,0.007790642263333334
all,Neutral,Fear,28,54,0.05792863949074074
all,Neutral,Happiness,28,54,0.037968250116555545
all,Neutral,Neutral,28,54,0.8644966818518519
all,Neutral,Sadness,28,54,0.004746948271111111
all,Neutral,Surprise,28,54,0.015102942880370363
all,Neutral,Anger,29,54,0.013160425585185185
all,Neutral,Disgust,29,54,0.009870025136296296
all,Neutral,Fear,29,54,0.05553119279074074
all,Neutral,Happiness,29,54,0.0401175422885185
all,Neutral,Neutral,29,54,0.862428564259259
all,Neutral,Sadness,29,54,0.004381263084259259
all,Neutral,Surprise,29,54,0.01451099084537037
all,Neutral,Anger,30,54,0.012411906958148148
all,Neutral,Disgust,30,54,0.011395265364814817
all,Neutral,Fear,30,54,0.051614175883333356
all,Neutral,Happiness,30,54,0.05231126429499998
all,Neutral,Neutral,30,54,0.8548382656666663
all,Neutral,Sadness,30,54,0.0038118747051851857
all,Neutral,Surprise,30,54,0.013617250871296293
all,Sadness,Anger,1,54,0.14960346668518518
all,Sadness,Disgust,1,54,0.11821050524074078
all,Sadness,Fear,1,54,0.12513324646296298
all,Sadness,Happiness,1,54,0.12376858064814814
all,Sadness,Neutral,1,54,0.14404030196481477
all,Sadness,Sadness,1,54,0.23859609560000003
all,Sadness,Surprise,1,54,0.10064780837592593
all,Sadness,Anger,2,54,0.1160630704
all,Sadness,Disgust,2,54,0.08465332917592588
all,Sadness,Fear,2,54,0.11506729296851852
all,Sadness,Happiness,2,54,0.11751101815444445
all,Sadness,Neutral,2,54,0.173619755574074
all,Sadness,Sadness,2,54,0.3127646098262964
all,Sadness,Surprise,2,54,0.08032092186296297
all,Sadness,Anger,3,54,0.08691256828981482
all,Sadness,Disgust,3,54,0.06940841341296296
all,Sadness,Fear,3,54,0.1084238480538889
all,Sadness,Happiness,3,54,0.10950970176759257
all,Sadness,Neutral,3,54,0.20859725376264818
all,Sadness,Sadness,3,54,0.3497065606612963
all,Sadness,Surprise,3,54,0.06744165300611112
all,Sadness,Anger,4,54,0.07902697434166665
all,Sadness,Disgust,4,54,0.06030343452370372
all,Sadness,Fear,4,54,0.10117818928092588
all,Sadness,Happiness,4,54,0.10039071992998147
all,Sadness,Neutral,4,54,0.22216022940601854
all,Sadness,Sadness,4,54,0.3748218870677776
all,Sadness,Surprise,4,54,0.06211855867714814
all,Sadness,Anger,5,54,0.08492403765944442
all,Sadness,Disgust,5,54,0.05762432558777778
all,Sadness,Fear,5,54,0.09213611432733336
all,Sadness,Happiness,5,54,0.09226262745403703
all,Sadness,Neutral,5,54,0.2178462912493703
all,Sadness,Sadness,5,54,0.4048958445945739
all,Sadness,Surprise,5,54,0.05031074362944444
all,Sadness,Anger,6,54,0.10071727498685192
all,Sadness,Disgust,6,54,0.06347550320685184
all,Sadness,Fear,6,54,0.08505227856411111
all,Sadness,Happiness,6,54,0.08547196122103706
all,Sadness,Neutral,6,54,0.21141319457675928
all,Sadness,Sadness,6,54,0.4168639218592593
all,Sadness,Surprise,6,54,0.03700586915922222
all,Sadness,Anger,7,54,0.10557467530525927
all,Sadness,Disgust,7,54,0.07540802405870371
all,Sadness,Fear,7,54,0.07937141884753705
all,Sadness,Happiness,7,54,0.08118929091746295
all,Sadness,Neutral,7,54,0.1981937538064907
all,Sadness,Sadness,7,54,0.4315717007966666
all,Sadness,Surprise,7,54,0.02869114682959259
all,Sadness,Anger,8,54,0.0966497703425926
all,Sadness,Disgust,8,54,0.08083007663037035
all,Sadness,Fear,8,54,0.07920337125020369
all,Sadness,Happiness,8,54,0.07792213506900003
all,Sadness,Neutral,8,54,0.18951224624427776
all,Sadness,Sadness,8,54,0.4489779297250556
all,Sadness,Surprise,8,54,0.026904471601222224
all,Sadness,Anger,9,54,0.0897985991485
all,Sadness,Disgust,9,54,0.08301642133388885
all,Sadness,Fear,9,54,0.07936064137611108
all,Sadness,Happiness,9,54,0.07457425893317592
all,Sadness,Neutral,9,54,0.176272780449
all,Sadness,Sadness,9,54,0.4712101709987221
all,Sadness,Surprise,9,54,0.025767113391481484
all,Sadness,Anger,10,54,0.08450906856362966
all,Sadness,Disgust,10,54,0.08529929467351852
all,Sadness,Fear,10,54,0.07729757081435183
all,Sadness,Happiness,10,54,0.07148023570227775
all,Sadness,Neutral,10,54,0.1609139944741111
all,Sadness,Sadness,10,54,0.49672976792270374
all,Sadness,Surprise,10,54,0.02377007898931482
all,Sadness,Anger,11,54,0.09375299262185186
all,Sadness,Disgust,11,54,0.08504809674814816
all,Sadness,Fear,11,54,0.06652639485692598
all,Sadness,Happiness,11,54,0.07022424305505558
all,Sadness,Neutral,11,54,0.1297260194743333
all,Sadness,Sadness,11,54,0.5332577487343149
all,Sadness,Surprise,11,54,0.02146449382709259
all,Sadness,Anger,12,54,0.09843899405861108
all,Sadness,Disgust,12,54,0.08931867248527775
all,Sadness,Fear,12,54,0.05897977547648147
all,Sadness,Happiness,12,54,0.07209183487069816
all,Sadness,Neutral,12,54,0.10130024746481478
all,Sadness,Sadness,12,54,0.5628855439335555
all,Sadness,Surprise,12,54,0.016984927527851842
all,Sadness,Anger,13,54,0.09087412078222218
all,Sadness,Disgust,13,54,0.08874743172361116
all,Sadness,Fear,13,54,0.0567625538084815
all,Sadness,Happiness,13,54,0.07230705681188702
all,Sadness,Neutral,13,54,0.09744687974518519
